# maturity time: 1.500000
# model size: 2
# number of dates: 450
# spot: 100.000000 100.000000
# dividend rate: 0.000000 0.000000
# correlation: 0.000000
# volatility: 0.200000 0.200000
100.000000 100.000000
100.769796 99.914302
101.803564 101.563352
102.915020 101.942429
101.297557 103.804754
101.886783 104.729019
103.243479 105.458806
104.178109 103.688603
103.876979 103.579530
105.768022 103.955473
105.524669 103.067863
105.101807 102.315711
106.429055 101.643582
105.602746 102.522039
106.920040 102.216690
108.065962 102.790477
109.298922 102.743550
111.142212 102.356026
108.348165 99.326546
108.983162 98.811452
109.112107 99.019326
108.039466 98.700099
108.665106 97.471824
108.423071 95.749338
108.861774 95.478135
110.245281 94.640659
110.265783 94.685959
108.648599 96.330220
107.241426 97.514488
108.244969 99.637407
107.187571 99.908144
107.004672 100.145543
107.058807 99.525563
107.579278 100.132939
106.101349 101.730298
106.726520 101.715398
106.977622 101.554667
107.060497 102.624455
106.229203 102.095351
107.733348 99.517367
107.905435 99.781128
107.176568 98.357551
109.960110 97.556951
107.973472 96.583185
109.824277 97.650718
109.978556 98.014375
111.144251 97.938713
110.974431 97.255047
114.237027 97.388026
116.467396 98.207933
115.928249 98.260631
116.660736 96.809144
120.008817 97.418900
119.675188 96.326064
118.880307 95.650500
118.533124 93.601673
116.575279 94.139192
116.994500 93.844271
117.097872 95.373679
117.145604 96.507886
118.526554 98.824144
118.240864 99.683227
118.542837 100.570494
119.909310 100.593078
119.532043 100.750335
120.494649 101.863960
118.753910 100.980465
119.847920 100.620626
119.340753 101.639485
121.539599 101.710583
119.485249 102.050224
119.099385 103.598154
118.766486 105.864839
116.893289 104.684791
118.386169 104.459931
117.869778 106.223216
117.643231 105.006186
117.603650 106.856859
117.255933 108.169901
116.527707 108.716898
120.090602 108.905678
118.636669 108.747217
119.231619 108.472003
121.141170 108.427384
120.216077 110.447792
121.896473 108.622912
122.912974 111.026041
124.072633 111.385333
123.630016 111.801879
124.066350 113.252614
124.270903 113.079925
123.044143 112.060620
120.918483 112.487922
120.191569 113.651407
121.791023 114.571354
121.965912 112.731473
120.456297 116.523631
121.139506 115.375400
121.007250 115.360758
119.958975 115.638944
121.037980 115.543466
120.427552 115.565106
121.080664 114.590296
123.472296 115.894443
123.181367 116.079315
123.923456 116.277924
123.341141 115.077506
123.455613 113.815111
124.058085 114.278762
123.883921 115.584908
121.765614 115.425527
119.481057 115.930646
120.797527 114.004441
120.255005 112.933388
121.099339 114.408020
121.000530 114.075922
119.251801 112.819678
119.698703 112.471995
121.621106 112.693791
121.897538 113.016680
120.296286 111.834326
121.308479 111.120457
120.114020 110.844650
122.718066 113.439302
122.936627 112.580683
119.810258 114.851992
118.926506 114.075646
117.967425 114.715895
120.204777 114.861428
118.621946 115.069444
120.077197 114.045887
122.157967 113.297728
121.956478 112.520656
120.671726 114.229363
122.054020 114.662560
123.789132 114.837021
126.078823 114.876275
128.427668 114.483931
127.476696 113.659438
126.423646 113.936663
127.045496 113.506916
126.818925 114.693853
128.218039 112.352553
126.636862 113.466191
126.029644 113.241740
125.006758 113.104375
125.459124 115.296670
126.052513 115.421273
125.852986 114.582985
126.291892 113.330131
128.167608 113.672731
127.860613 113.563627
127.971013 112.332334
130.348304 113.608789
132.856626 110.471652
131.646746 108.804849
131.068012 107.248030
131.590689 108.613493
131.997972 109.448436
129.791226 110.621676
129.754305 109.504562
128.359270 107.957658
128.756188 107.846133
129.175731 108.290394
128.647338 109.507549
127.550200 107.420807
128.517097 106.808865
127.669665 108.690741
128.655654 109.987968
128.090009 109.675504
128.148721 109.565218
126.933328 112.733819
126.549051 112.756311
128.419933 115.697308
129.150534 115.591422
129.274401 116.303881
127.926191 115.516456
128.044082 114.305620
125.482794 113.933100
126.576365 113.728632
123.555859 113.414349
125.261525 113.736668
122.316846 114.461375
121.195482 114.290008
121.133991 111.533618
122.380318 109.450725
123.536956 110.504909
121.996623 110.262964
122.473891 109.204246
123.133949 110.418415
124.512297 110.489933
124.793204 111.187134
125.464021 112.552389
122.602736 114.615055
122.535553 113.844415
122.151722 114.937969
121.934052 113.401095
121.217961 114.253699
120.092388 114.431664
121.793315 114.639798
120.704004 114.427219
120.051909 116.453977
119.257475 114.570023
119.392519 114.717107
120.284372 115.866999
119.605570 116.417177
119.426381 116.311159
118.545264 115.711361
119.267720 116.546780
119.642421 116.762030
120.634668 117.879696
122.802764 117.413835
123.021816 118.535830
121.620561 120.053691
122.903469 119.072833
123.386594 119.645470
125.676290 121.210890
128.028247 120.859370
128.252508 120.342745
128.670206 118.670973
126.780933 120.194300
128.483502 120.055716
128.550649 118.399683
130.786658 117.079338
129.429833 117.852562
127.184534 118.244060
126.197553 117.059224
127.579881 120.371173
125.886150 122.756537
125.182529 123.327348
125.773797 123.682404
124.644888 122.359781
123.293183 122.554165
123.280502 123.369695
124.705343 123.957549
128.347579 123.599879
126.415947 124.870554
125.193131 124.368497
126.183851 123.138430
124.446188 120.750354
125.153131 121.961517
124.352246 119.802723
127.034076 119.808034
126.760252 122.236489
125.288681 122.184086
126.158468 123.938292
125.136579 124.647408
126.309893 124.941662
125.148648 127.589118
126.443322 128.990869
125.978410 129.312435
124.853326 128.340735
124.848499 128.977108
124.116747 130.553547
123.105759 130.792698
123.947253 131.669737
124.957563 128.990420
124.764968 127.581354
124.853172 126.474990
127.993301 125.768151
129.692114 125.290455
128.989154 122.625951
127.219291 122.706989
125.110378 121.258491
126.724645 121.898240
127.707482 122.497591
126.503104 123.823051
127.896271 122.269191
126.511773 120.484883
127.218847 121.704332
127.170594 120.935679
125.607628 121.249040
123.322582 119.582799
125.045069 121.571061
124.500442 120.441385
126.833044 120.762363
126.584349 119.509071
128.596111 119.972997
128.800166 119.043588
130.364522 118.400332
127.608424 118.078684
127.868671 119.490927
129.870306 120.437882
128.908706 122.834375
129.006709 123.386964
128.588889 123.858451
126.831066 125.574789
127.212115 124.331777
129.935902 124.114934
129.948799 124.714864
128.598239 125.502022
127.046523 126.286582
128.556085 125.334560
130.732820 125.198655
131.571378 124.025135
132.576345 125.106644
133.196112 123.357627
133.453993 122.758192
133.321153 123.781661
132.898716 125.380357
134.517691 127.318040
134.168144 128.216936
133.903675 128.913257
134.113304 125.979255
136.175971 125.112558
137.808204 129.436882
139.474908 129.237827
139.396318 129.364504
138.919760 131.614374
140.693311 131.793931
141.301960 131.086647
143.231481 130.130319
140.839469 131.140329
141.609262 130.718628
141.355537 133.762224
139.488245 133.249804
141.246123 133.112896
140.171019 132.719422
142.562605 133.077382
143.684322 133.799490
141.425234 132.927136
145.149942 130.819314
145.464773 131.211458
148.283634 129.062321
149.861427 127.824179
151.452668 127.563207
151.655328 128.893434
154.033248 129.004483
154.439778 129.816462
156.313715 130.157027
158.476665 131.142699
157.304821 131.517159
156.791883 131.925469
155.877440 130.740619
154.579656 132.252220
156.077312 131.828967
156.369971 133.248862
156.886124 133.064594
156.851573 133.084551
158.191121 132.260372
155.189138 133.444493
151.350251 133.470139
150.326085 135.805363
148.529834 135.486853
150.125449 135.405565
150.391433 137.799499
151.388861 136.742944
150.768165 136.025902
152.201648 138.276333
155.488680 135.895620
153.397031 137.323884
152.395859 135.865160
153.859714 133.903764
152.557209 133.194836
152.836635 128.148101
153.923659 129.084076
154.153964 126.407581
153.578925 125.678697
150.972163 127.238306
151.014786 130.752907
152.270373 128.777078
151.894730 127.740850
151.097053 127.577929
148.065065 129.358495
147.104105 131.116002
147.967957 130.413809
145.341299 128.792515
145.305706 129.239496
148.654370 129.790566
150.184258 129.993903
148.643913 128.092477
152.924709 130.673130
150.447430 131.891935
147.518407 133.894066
146.332396 135.055359
145.898978 134.900761
146.119043 134.243409
144.308131 134.276051
144.454021 132.923506
144.517430 131.314721
145.236251 128.937475
144.685892 128.191949
142.570158 128.064409
141.213843 128.167834
141.014937 128.716960
139.864794 130.390820
138.460110 131.604070
138.366527 132.617595
138.781413 133.707126
142.288806 133.787308
143.672520 136.690739
141.443816 138.912177
139.364673 138.627222
139.810712 138.847890
138.804069 137.033265
139.257208 135.923642
137.728226 134.698201
135.199048 135.068236
136.928014 132.892278
136.480676 132.426781
133.900054 133.930842
133.984431 134.664700
135.931845 134.437574
135.901832 132.740410
138.463954 135.868699
138.844953 134.131615
137.955968 136.786160
137.907005 140.210346
136.686101 139.234399
134.335016 138.163538
132.967444 136.641751
133.338396 137.561353
133.314962 135.488921
132.082585 136.641985
135.620238 135.325403
137.409922 134.714010
140.162504 132.958674
139.416289 133.519610
140.305241 129.925510
138.843239 132.105917
138.945003 132.381474
142.302127 135.008187
142.029509 135.708194
140.548202 135.717497
138.625192 139.222476
138.205819 140.112541
138.236345 141.720981
136.957819 140.057886
138.769242 139.000713
140.374847 140.007649
140.851747 138.000982
139.357286 140.360947
141.213211 142.598688
140.340866 145.874911
139.710760 147.602873
138.470738 145.787906
140.058224 146.653190
138.294018 148.952889
139.240927 148.641533
141.108041 147.646385
141.425555 149.762334
145.051393 150.257138
139.985252 150.123844
138.763825 150.743143
140.427016 150.942857
139.303993 149.807426
138.412736 149.944283
139.028571 150.172304
138.005552 152.443090
137.270921 152.097468
137.173810 150.453195
