# maturity time: 2.000000
# model size: 5
# number of dates: 96
# spot: 100.000000 100.000000 100.000000 100.000000 100.000000
# dividend rate: 0.000000 0.000000 0.000000 0.000000 0.000000
# correlation: 0.500000
# volatility: 0.200000 0.200000 0.200000 0.200000 0.200000
100.000000 100.000000 100.000000 100.000000 100.000000
101.961103 100.794982 103.040283 104.775383 104.265382
102.940905 97.869698 106.213074 106.257374 106.586464
106.428639 101.027763 110.557775 105.495844 108.083108
106.175511 104.933675 112.706487 106.462360 107.665945
105.141313 102.785119 114.462459 104.687903 105.375407
107.454634 106.743245 116.048803 108.891719 108.946855
110.573514 108.181205 121.771840 110.541450 105.905104
102.598138 105.540315 116.553101 106.895916 102.635594
100.120214 103.538313 116.233725 103.078641 100.512250
95.779390 102.164710 113.362367 103.518582 97.269586
95.847884 102.313722 110.074494 106.371260 94.839028
98.845655 106.024733 117.597021 107.838974 98.163767
98.449142 106.363778 117.686385 106.518758 98.840346
99.983035 104.033126 121.279770 108.391554 99.617571
100.597310 104.002185 121.708162 110.915865 98.758048
99.330519 106.546408 115.961252 110.242268 98.411703
97.686060 102.430674 119.929040 107.865860 94.156700
95.290461 104.965648 122.635149 108.757225 95.406340
97.860061 106.200579 123.824301 108.552554 101.842212
98.219470 110.951147 127.969053 109.741126 103.820758
99.803266 108.302879 135.209844 112.418167 104.734121
97.052072 105.276562 130.803968 109.296229 98.094547
93.117267 104.413438 129.604802 107.031715 96.702848
96.981909 106.659033 135.540735 112.498687 104.463085
96.422666 108.369776 136.709438 115.020070 107.679439
96.500930 107.683490 136.893322 116.732187 110.224122
93.076589 103.786426 136.127654 113.652924 107.038787
95.474553 109.360071 139.901576 112.809733 109.851634
94.729289 112.548626 140.077534 118.390922 108.027824
92.134542 114.095783 138.809550 116.690040 110.744013
91.715398 111.038114 137.255472 119.495377 109.683193
94.582524 111.256742 140.198523 128.543331 112.877224
91.768638 109.251324 139.371454 126.172895 114.713623
91.697218 107.418103 143.873029 130.136367 112.071093
93.644268 113.826474 150.569021 135.105085 114.956140
94.545857 115.256241 155.725661 137.443909 116.295017
92.252853 111.646936 147.486630 134.697124 111.969349
94.680531 116.397931 153.353551 138.726093 111.503407
91.800882 123.133312 156.451993 137.585265 112.091602
91.794705 120.839170 156.237449 139.331030 111.736512
90.664378 120.149270 157.021308 136.565600 115.277640
93.289376 121.263072 159.529296 140.057388 117.493221
92.220374 117.895205 157.731390 135.296305 116.587261
93.185741 118.158305 162.115424 132.074571 116.642491
88.898415 116.511859 162.438864 125.893938 113.175293
86.846847 116.924826 165.700553 125.689749 112.499890
83.763885 112.117610 162.678859 121.943265 113.114631
84.198501 112.969218 164.328657 119.474385 110.881919
86.002343 112.608093 162.012122 118.998669 115.574566
91.146685 116.382006 164.435503 116.122941 122.099802
89.497539 113.650496 159.491386 115.301351 124.617454
89.804108 110.631323 158.832642 117.297069 122.217695
93.768702 111.454621 160.992185 117.578910 121.334809
97.393556 116.431813 166.715841 124.476757 125.985199
101.985368 119.240730 177.199218 127.747109 128.135869
100.184116 116.086923 175.453698 127.242116 125.716641
99.762982 118.488920 180.403678 123.510149 123.078185
102.279082 118.739388 181.302062 122.509179 123.370688
103.232700 124.362301 186.478367 125.363558 125.640715
101.393833 124.190143 181.167721 127.519098 125.585315
100.812961 123.584617 180.845562 124.410838 129.174651
103.727239 130.647909 175.653524 123.868136 126.696473
102.616655 125.962652 174.317526 125.269150 126.342721
104.626303 122.639021 177.717923 125.570598 124.234735
101.862212 117.345159 174.664940 122.577175 122.236258
102.940215 116.929711 179.112525 121.488165 118.308180
104.928401 116.609758 177.678538 126.014467 121.162356
108.114314 117.250485 178.746464 127.436804 122.199967
105.595459 123.262287 179.215966 128.412806 126.642535
112.644451 128.891568 185.517910 133.363255 132.894377
109.757880 125.379798 182.577238 128.359196 125.063187
108.893036 127.261333 182.333549 122.545414 123.380630
112.718333 130.283650 177.082173 124.985895 122.375214
112.324992 129.921624 168.122163 125.694473 116.749486
115.026595 134.240381 166.985139 126.711762 118.996522
112.313380 134.208947 169.430488 129.217449 119.379246
112.976156 136.458782 172.585291 133.730808 115.890205
118.253156 139.452682 174.090362 135.450974 120.165929
117.756489 135.170888 169.992797 135.447362 116.619268
118.245134 139.647871 172.726596 134.823803 117.317919
116.683738 144.106710 171.435297 130.890895 117.124686
117.087862 146.710247 176.212145 131.021673 119.382848
116.678978 146.174608 173.155533 128.889200 119.802292
118.826109 148.528151 175.802639 132.634081 123.946417
124.268333 150.604356 179.928088 137.941279 124.193198
128.316860 156.564555 181.170428 141.739741 128.004646
134.386530 164.808595 194.377053 146.965632 133.784492
132.988253 165.117753 188.365771 141.307192 134.967195
137.532523 167.506963 191.606449 139.730025 141.053551
133.763702 161.518178 190.087660 132.563226 138.456386
131.216495 156.532657 191.113201 138.500622 134.875503
137.848596 158.514663 196.953633 143.044879 139.035409
134.809865 153.160833 189.015888 140.025081 135.728835
137.098052 158.356330 194.079392 151.085898 139.149414
132.030817 158.892147 188.105213 147.447360 138.764942
128.822567 152.317620 176.751185 144.367261 137.279262
